Date,Hour,Temperature (C),Humidity (%),Seasons,Holiday,Functioning Day,Precipitation
2018-10-07,19,16.6,36,Autumn,No Holiday,Yes,0
2018-10-07,20,15.5,37,Autumn,No Holiday,Yes,0
2018-10-07,21,14.4,36,Autumn,No Holiday,Yes,0
2018-10-07,22,13.6,38,Autumn,No Holiday,Yes,0
2018-10-07,23,12.9,38,Autumn,No Holiday,Yes,0
2018-10-08,0,12.3,44,Autumn,No Holiday,Yes,0
2018-10-08,1,11.7,52,Autumn,No Holiday,Yes,0
2018-10-08,2,11.1,56,Autumn,No Holiday,Yes,0
2018-10-08,3,10.8,59,Autumn,No Holiday,Yes,0
2018-10-08,4,10.4,61,Autumn,No Holiday,Yes,0
2018-10-08,5,9.8,63,Autumn,No Holiday,Yes,0
2018-10-08,6,9.5,68,Autumn,No Holiday,Yes,0
2018-10-08,7,9.2,72,Autumn,No Holiday,Yes,0
2018-10-08,8,9.9,66,Autumn,No Holiday,Yes,0
2018-10-08,9,12.2,51,Autumn,No Holiday,Yes,0
2018-10-08,10,15.0,44,Autumn,No Holiday,Yes,0
2018-10-08,11,17.9,39,Autumn,No Holiday,Yes,0
2018-10-08,12,19.2,31,Autumn,No Holiday,Yes,0
2018-10-08,13,20.2,28,Autumn,No Holiday,Yes,0
2018-10-08,14,20.2,24,Autumn,No Holiday,Yes,0
2018-10-08,15,20.6,26,Autumn,No Holiday,Yes,0
2018-10-08,16,20.3,25,Autumn,No Holiday,Yes,0
2018-10-08,17,20.0,28,Autumn,No Holiday,Yes,0
2018-10-08,18,18.1,39,Autumn,No Holiday,Yes,0
2018-10-08,19,16.4,42,Autumn,No Holiday,Yes,0
2018-10-08,20,15.5,45,Autumn,No Holiday,Yes,0
2018-10-08,21,15.1,48,Autumn,No Holiday,Yes,0
2018-10-08,22,14.4,49,Autumn,No Holiday,Yes,0
2018-10-08,23,13.5,55,Autumn,No Holiday,Yes,0
2018-10-09,0,12.6,54,Autumn,Holiday,No,0
2018-10-09,1,12.0,58,Autumn,Holiday,No,0
2018-10-09,2,11.4,65,Autumn,Holiday,No,0
2018-10-09,3,11.0,66,Autumn,Holiday,No,0
2018-10-09,4,11.0,63,Autumn,Holiday,No,0
2018-10-09,5,10.8,64,Autumn,Holiday,No,0
2018-10-09,6,10.8,69,Autumn,Holiday,No,0
2018-10-09,7,10.9,70,Autumn,Holiday,No,0
2018-10-09,8,11.4,66,Autumn,Holiday,No,0
2018-10-09,9,12.8,57,Autumn,Holiday,No,0
2018-10-09,10,14.8,51,Autumn,Holiday,No,0
2018-10-09,11,16.4,45,Autumn,Holiday,No,0
2018-10-09,12,18.3,40,Autumn,Holiday,No,0
2018-10-09,13,19.2,39,Autumn,Holiday,No,0
2018-10-09,14,18.8,39,Autumn,Holiday,No,0
2018-10-09,15,18.3,40,Autumn,Holiday,No,0
2018-10-09,16,19.0,39,Autumn,Holiday,No,0
2018-10-09,17,18.4,39,Autumn,Holiday,No,0
2018-10-09,18,17.7,43,Autumn,Holiday,No,0
2018-10-09,19,17.3,47,Autumn,Holiday,No,0
2018-10-09,20,17.0,49,Autumn,Holiday,No,0
2018-10-09,21,16.8,52,Autumn,Holiday,No,0
2018-10-09,22,16.7,55,Autumn,Holiday,No,0
2018-10-09,23,16.6,53,Autumn,Holiday,No,0
2018-10-10,0,16.6,53,Autumn,No Holiday,Yes,0
2018-10-10,1,16.6,57,Autumn,No Holiday,Yes,0
2018-10-10,2,14.4,91,Autumn,No Holiday,Yes,1
2018-10-10,3,14.3,95,Autumn,No Holiday,Yes,1
2018-10-10,4,14.3,92,Autumn,No Holiday,Yes,0
2018-10-10,5,13.6,89,Autumn,No Holiday,Yes,0
2018-10-10,6,12.6,86,Autumn,No Holiday,Yes,0
2018-10-10,7,12.3,84,Autumn,No Holiday,Yes,0
2018-10-10,8,11.8,80,Autumn,No Holiday,Yes,0
2018-10-10,9,12.0,72,Autumn,No Holiday,Yes,0
2018-10-10,10,12.0,61,Autumn,No Holiday,Yes,0
2018-10-10,11,12.7,50,Autumn,No Holiday,Yes,0
2018-10-10,12,13.7,43,Autumn,No Holiday,Yes,0
2018-10-10,13,14.3,43,Autumn,No Holiday,Yes,0
2018-10-10,14,14.0,43,Autumn,No Holiday,Yes,0
2018-10-10,15,13.7,44,Autumn,No Holiday,Yes,0
2018-10-10,16,13.8,43,Autumn,No Holiday,Yes,0
2018-10-10,17,13.1,45,Autumn,No Holiday,Yes,0
2018-10-10,18,12.2,45,Autumn,No Holiday,Yes,0
2018-10-10,19,11.3,50,Autumn,No Holiday,Yes,0
2018-10-10,20,10.6,48,Autumn,No Holiday,Yes,0
2018-10-10,21,9.9,50,Autumn,No Holiday,Yes,0
2018-10-10,22,9.2,55,Autumn,No Holiday,Yes,0
2018-10-10,23,8.5,52,Autumn,No Holiday,Yes,0
2018-10-11,0,7.9,53,Autumn,No Holiday,Yes,0
2018-10-11,1,7.3,59,Autumn,No Holiday,Yes,0
2018-10-11,2,7.1,64,Autumn,No Holiday,Yes,0
2018-10-11,3,6.7,71,Autumn,No Holiday,Yes,0
2018-10-11,4,6.6,69,Autumn,No Holiday,Yes,0
2018-10-11,5,6.6,73,Autumn,No Holiday,Yes,0
2018-10-11,6,6.6,65,Autumn,No Holiday,Yes,0
2018-10-11,7,6.3,65,Autumn,No Holiday,Yes,0
2018-10-11,8,7.0,56,Autumn,No Holiday,Yes,0
2018-10-11,9,8.4,49,Autumn,No Holiday,Yes,0
2018-10-11,10,10.2,44,Autumn,No Holiday,Yes,0
2018-10-11,11,11.7,36,Autumn,No Holiday,Yes,0
2018-10-11,12,13.2,31,Autumn,No Holiday,Yes,0
2018-10-11,13,13.5,32,Autumn,No Holiday,Yes,0
2018-10-11,14,13.4,32,Autumn,No Holiday,Yes,0
2018-10-11,15,13.0,39,Autumn,No Holiday,Yes,0
2018-10-11,16,13.8,36,Autumn,No Holiday,Yes,0
2018-10-11,17,13.2,36,Autumn,No Holiday,Yes,0
2018-10-11,18,12.1,40,Autumn,No Holiday,Yes,0
2018-10-11,19,11.1,43,Autumn,No Holiday,Yes,0
2018-10-11,20,10.2,46,Autumn,No Holiday,Yes,0
2018-10-11,21,9.3,52,Autumn,No Holiday,Yes,0
2018-10-11,22,8.8,55,Autumn,No Holiday,Yes,0
2018-10-11,23,8.4,60,Autumn,No Holiday,Yes,0
2018-10-12,0,8.2,61,Autumn,No Holiday,Yes,0
2018-10-12,1,7.6,63,Autumn,No Holiday,Yes,0
2018-10-12,2,7.1,61,Autumn,No Holiday,Yes,0
2018-10-12,3,6.5,69,Autumn,No Holiday,Yes,0
2018-10-12,4,6.2,71,Autumn,No Holiday,Yes,0
2018-10-12,5,6.0,72,Autumn,No Holiday,Yes,0
2018-10-12,6,5.8,67,Autumn,No Holiday,Yes,0
2018-10-12,7,5.3,73,Autumn,No Holiday,Yes,0
2018-10-12,8,6.0,64,Autumn,No Holiday,Yes,0
2018-10-12,9,8.6,50,Autumn,No Holiday,Yes,0
2018-10-12,10,11.6,40,Autumn,No Holiday,Yes,0
2018-10-12,11,13.0,38,Autumn,No Holiday,Yes,0
2018-10-12,12,14.7,38,Autumn,No Holiday,Yes,0
2018-10-12,13,15.8,36,Autumn,No Holiday,Yes,0
2018-10-12,14,16.5,32,Autumn,No Holiday,Yes,0
2018-10-12,15,17.1,33,Autumn,No Holiday,Yes,0
2018-10-12,16,16.9,34,Autumn,No Holiday,Yes,0
2018-10-12,17,16.3,39,Autumn,No Holiday,Yes,0
2018-10-12,18,14.3,46,Autumn,No Holiday,Yes,0
2018-10-12,19,12.9,50,Autumn,No Holiday,Yes,0
2018-10-12,20,11.8,53,Autumn,No Holiday,Yes,0
2018-10-12,21,11.0,60,Autumn,No Holiday,Yes,0
2018-10-12,22,10.5,62,Autumn,No Holiday,Yes,0
2018-10-12,23,9.8,66,Autumn,No Holiday,Yes,0
2018-10-13,0,9.1,69,Autumn,No Holiday,Yes,0
2018-10-13,1,8.5,70,Autumn,No Holiday,Yes,0
2018-10-13,2,8.0,74,Autumn,No Holiday,Yes,0
2018-10-13,3,7.6,78,Autumn,No Holiday,Yes,0
2018-10-13,4,7.1,79,Autumn,No Holiday,Yes,0
2018-10-13,5,6.7,81,Autumn,No Holiday,Yes,0
2018-10-13,6,6.6,80,Autumn,No Holiday,Yes,0
2018-10-13,7,6.2,83,Autumn,No Holiday,Yes,0
2018-10-13,8,7.4,70,Autumn,No Holiday,Yes,0
2018-10-13,9,10.0,56,Autumn,No Holiday,Yes,0
2018-10-13,10,12.6,50,Autumn,No Holiday,Yes,0
2018-10-13,11,15.2,44,Autumn,No Holiday,Yes,0
2018-10-13,12,16.6,36,Autumn,No Holiday,Yes,0
2018-10-13,13,18.3,33,Autumn,No Holiday,Yes,0
2018-10-13,14,19.3,27,Autumn,No Holiday,Yes,0
2018-10-13,15,19.8,29,Autumn,No Holiday,Yes,0
2018-10-13,16,19.4,29,Autumn,No Holiday,Yes,0
2018-10-13,17,18.7,33,Autumn,No Holiday,Yes,0
2018-10-13,18,16.5,38,Autumn,No Holiday,Yes,0
2018-10-13,19,14.8,47,Autumn,No Holiday,Yes,0
2018-10-13,20,13.8,52,Autumn,No Holiday,Yes,0
2018-10-13,21,12.6,56,Autumn,No Holiday,Yes,0
2018-10-13,22,11.7,60,Autumn,No Holiday,Yes,0
2018-10-13,23,11.0,62,Autumn,No Holiday,Yes,0
2018-10-14,0,10.4,59,Autumn,No Holiday,Yes,0
2018-10-14,1,9.5,65,Autumn,No Holiday,Yes,0
2018-10-14,2,9.1,68,Autumn,No Holiday,Yes,0
2018-10-14,3,8.4,73,Autumn,No Holiday,Yes,0
2018-10-14,4,7.9,76,Autumn,No Holiday,Yes,0
2018-10-14,5,7.6,79,Autumn,No Holiday,Yes,0
2018-10-14,6,7.2,80,Autumn,No Holiday,Yes,0
2018-10-14,7,6.9,81,Autumn,No Holiday,Yes,0
2018-10-14,8,7.5,72,Autumn,No Holiday,Yes,0
2018-10-14,9,10.1,60,Autumn,No Holiday,Yes,0
2018-10-14,10,13.3,47,Autumn,No Holiday,Yes,0
2018-10-14,11,16.2,41,Autumn,No Holiday,Yes,0
2018-10-14,12,17.2,33,Autumn,No Holiday,Yes,0
2018-10-14,13,18.1,32,Autumn,No Holiday,Yes,0
2018-10-14,14,18.9,31,Autumn,No Holiday,Yes,0
2018-10-14,15,20.1,32,Autumn,No Holiday,Yes,0
2018-10-14,16,19.1,31,Autumn,No Holiday,Yes,0
2018-10-14,17,18.2,43,Autumn,No Holiday,Yes,0
2018-10-14,18,16.2,58,Autumn,No Holiday,Yes,0
2018-10-14,19,15.1,60,Autumn,No Holiday,Yes,0
2018-10-14,20,14.4,61,Autumn,No Holiday,Yes,0
2018-10-14,21,13.8,66,Autumn,No Holiday,Yes,0
2018-10-14,22,13.5,71,Autumn,No Holiday,Yes,0
2018-10-14,23,13.2,73,Autumn,No Holiday,Yes,0
2018-10-15,0,12.6,78,Autumn,No Holiday,Yes,0
2018-10-15,1,12.2,80,Autumn,No Holiday,Yes,0
2018-10-15,2,11.8,82,Autumn,No Holiday,Yes,0
2018-10-15,3,11.3,85,Autumn,No Holiday,Yes,0
2018-10-15,4,11.0,82,Autumn,No Holiday,Yes,0
2018-10-15,5,11.1,79,Autumn,No Holiday,Yes,0
2018-10-15,6,11.2,81,Autumn,No Holiday,Yes,0
2018-10-15,7,11.5,81,Autumn,No Holiday,Yes,0
2018-10-15,8,12.0,77,Autumn,No Holiday,Yes,0
2018-10-15,9,12.8,74,Autumn,No Holiday,Yes,0
2018-10-15,10,14.1,66,Autumn,No Holiday,Yes,0
2018-10-15,11,16.7,65,Autumn,No Holiday,Yes,0
2018-10-15,12,19.0,60,Autumn,No Holiday,Yes,0
2018-10-15,13,19.7,52,Autumn,No Holiday,Yes,0
2018-10-15,14,20.0,48,Autumn,No Holiday,Yes,0
2018-10-15,15,20.4,43,Autumn,No Holiday,Yes,0
2018-10-15,16,20.3,44,Autumn,No Holiday,Yes,0
2018-10-15,17,19.3,49,Autumn,No Holiday,Yes,0
2018-10-15,18,18.0,66,Autumn,No Holiday,Yes,0
2018-10-15,19,16.9,74,Autumn,No Holiday,Yes,0
2018-10-15,20,15.9,81,Autumn,No Holiday,Yes,0
2018-10-15,21,15.5,86,Autumn,No Holiday,Yes,0
2018-10-15,22,14.8,83,Autumn,No Holiday,Yes,0
2018-10-15,23,14.1,74,Autumn,No Holiday,Yes,0
2018-10-16,0,13.3,64,Autumn,No Holiday,Yes,0
2018-10-16,1,12.4,65,Autumn,No Holiday,Yes,0
2018-10-16,2,11.7,70,Autumn,No Holiday,Yes,0
2018-10-16,3,11.5,61,Autumn,No Holiday,Yes,0
2018-10-16,4,11.0,69,Autumn,No Holiday,Yes,0
2018-10-16,5,10.2,70,Autumn,No Holiday,Yes,0
2018-10-16,6,10.1,71,Autumn,No Holiday,Yes,0
2018-10-16,7,10.2,68,Autumn,No Holiday,Yes,0
2018-10-16,8,10.4,63,Autumn,No Holiday,Yes,0
2018-10-16,9,11.8,55,Autumn,No Holiday,Yes,0
2018-10-16,10,14.4,45,Autumn,No Holiday,Yes,0
2018-10-16,11,16.5,39,Autumn,No Holiday,Yes,0
2018-10-16,12,18.8,35,Autumn,No Holiday,Yes,0
2018-10-16,13,19.4,31,Autumn,No Holiday,Yes,0
2018-10-16,14,19.9,29,Autumn,No Holiday,Yes,0
2018-10-16,15,19.9,31,Autumn,No Holiday,Yes,0
2018-10-16,16,19.5,32,Autumn,No Holiday,Yes,0
2018-10-16,17,18.4,38,Autumn,No Holiday,Yes,0
2018-10-16,18,16.9,47,Autumn,No Holiday,Yes,0
2018-10-16,19,15.5,63,Autumn,No Holiday,Yes,0
2018-10-16,20,14.8,68,Autumn,No Holiday,Yes,0
2018-10-16,21,14.3,72,Autumn,No Holiday,Yes,0
2018-10-16,22,13.6,71,Autumn,No Holiday,Yes,0
2018-10-16,23,12.9,78,Autumn,No Holiday,Yes,0
2018-10-17,0,12.3,75,Autumn,No Holiday,Yes,0
2018-10-17,1,11.5,74,Autumn,No Holiday,Yes,0
2018-10-17,2,10.8,77,Autumn,No Holiday,Yes,0
2018-10-17,3,10.2,80,Autumn,No Holiday,Yes,0
2018-10-17,4,9.7,76,Autumn,No Holiday,Yes,0
2018-10-17,5,9.2,77,Autumn,No Holiday,Yes,0
2018-10-17,6,8.8,77,Autumn,No Holiday,Yes,0
2018-10-17,7,8.6,77,Autumn,No Holiday,Yes,0
2018-10-17,8,9.2,68,Autumn,No Holiday,Yes,0
2018-10-17,9,11.2,63,Autumn,No Holiday,Yes,0
2018-10-17,10,14.0,58,Autumn,No Holiday,Yes,0
2018-10-17,11,15.5,25,Autumn,No Holiday,Yes,0
2018-10-17,12,16.2,29,Autumn,No Holiday,Yes,0
2018-10-17,13,17.7,25,Autumn,No Holiday,Yes,0
2018-10-17,14,18.3,24,Autumn,No Holiday,Yes,0
2018-10-17,15,18.3,21,Autumn,No Holiday,Yes,0
2018-10-17,16,18.0,26,Autumn,No Holiday,Yes,0
2018-10-17,17,16.9,34,Autumn,No Holiday,Yes,0
2018-10-17,18,14.6,39,Autumn,No Holiday,Yes,0
2018-10-17,19,13.2,42,Autumn,No Holiday,Yes,0
2018-10-17,20,12.2,47,Autumn,No Holiday,Yes,0
2018-10-17,21,10.8,53,Autumn,No Holiday,Yes,0
2018-10-17,22,9.9,50,Autumn,No Holiday,Yes,0
2018-10-17,23,9.7,56,Autumn,No Holiday,Yes,0
2018-10-18,0,9.2,64,Autumn,No Holiday,Yes,0
2018-10-18,1,9.0,66,Autumn,No Holiday,Yes,0
2018-10-18,2,8.7,71,Autumn,No Holiday,Yes,0
2018-10-18,3,8.6,74,Autumn,No Holiday,Yes,0
2018-10-18,4,8.1,78,Autumn,No Holiday,Yes,0
2018-10-18,5,7.8,81,Autumn,No Holiday,Yes,0
2018-10-18,6,7.6,82,Autumn,No Holiday,Yes,0
2018-10-18,7,7.7,81,Autumn,No Holiday,Yes,0
2018-10-18,8,8.5,77,Autumn,No Holiday,Yes,0
2018-10-18,9,10.9,60,Autumn,No Holiday,Yes,0
2018-10-18,10,13.7,57,Autumn,No Holiday,Yes,0
2018-10-18,11,15.0,52,Autumn,No Holiday,Yes,0
2018-10-18,12,16.8,50,Autumn,No Holiday,Yes,0
2018-10-18,13,18.1,43,Autumn,No Holiday,Yes,0
2018-10-18,14,18.7,39,Autumn,No Holiday,Yes,0
2018-10-18,15,19.0,38,Autumn,No Holiday,Yes,0
2018-10-18,16,18.5,40,Autumn,No Holiday,Yes,0
2018-10-18,17,16.9,44,Autumn,No Holiday,Yes,0
2018-10-18,18,15.7,45,Autumn,No Holiday,Yes,0
2018-10-18,19,14.9,49,Autumn,No Holiday,Yes,0
2018-10-18,20,13.8,56,Autumn,No Holiday,Yes,0
2018-10-18,21,12.6,60,Autumn,No Holiday,Yes,0
2018-10-18,22,11.6,61,Autumn,No Holiday,Yes,0
2018-10-18,23,10.9,64,Autumn,No Holiday,Yes,0
2018-10-19,0,10.3,67,Autumn,No Holiday,Yes,0
2018-10-19,1,9.8,68,Autumn,No Holiday,Yes,0
2018-10-19,2,9.2,72,Autumn,No Holiday,Yes,0
2018-10-19,3,8.5,74,Autumn,No Holiday,Yes,0
2018-10-19,4,8.1,76,Autumn,No Holiday,Yes,0
2018-10-19,5,7.7,73,Autumn,No Holiday,Yes,0
2018-10-19,6,7.2,77,Autumn,No Holiday,Yes,0
2018-10-19,7,7.3,72,Autumn,No Holiday,Yes,0
2018-10-19,8,7.9,63,Autumn,No Holiday,Yes,0
2018-10-19,9,11.1,53,Autumn,No Holiday,Yes,0
2018-10-19,10,13.8,44,Autumn,No Holiday,Yes,0
2018-10-19,11,16.4,35,Autumn,No Holiday,Yes,0
2018-10-19,12,17.4,33,Autumn,No Holiday,Yes,0
2018-10-19,13,18.9,33,Autumn,No Holiday,Yes,0
2018-10-19,14,19.8,32,Autumn,No Holiday,Yes,0
2018-10-19,15,19.7,30,Autumn,No Holiday,Yes,0
2018-10-19,16,19.3,29,Autumn,No Holiday,Yes,0
2018-10-19,17,18.5,35,Autumn,No Holiday,Yes,0
2018-10-19,18,16.6,40,Autumn,No Holiday,Yes,0
2018-10-19,19,15.3,53,Autumn,No Holiday,Yes,0
2018-10-19,20,14.2,56,Autumn,No Holiday,Yes,0
2018-10-19,21,13.3,56,Autumn,No Holiday,Yes,0
2018-10-19,22,12.3,65,Autumn,No Holiday,Yes,0
2018-10-19,23,11.7,70,Autumn,No Holiday,Yes,0
2018-10-20,0,11.3,71,Autumn,No Holiday,Yes,0
2018-10-20,1,10.9,72,Autumn,No Holiday,Yes,0
2018-10-20,2,10.1,78,Autumn,No Holiday,Yes,0
2018-10-20,3,9.5,77,Autumn,No Holiday,Yes,0
2018-10-20,4,8.9,75,Autumn,No Holiday,Yes,0
2018-10-20,5,8.1,76,Autumn,No Holiday,Yes,0
2018-10-20,6,7.5,79,Autumn,No Holiday,Yes,0
2018-10-20,7,7.0,82,Autumn,No Holiday,Yes,0
2018-10-20,8,7.8,70,Autumn,No Holiday,Yes,0
2018-10-20,9,10.4,60,Autumn,No Holiday,Yes,0
2018-10-20,10,13.0,49,Autumn,No Holiday,Yes,0
2018-10-20,11,16.2,39,Autumn,No Holiday,Yes,0
2018-10-20,12,17.7,33,Autumn,No Holiday,Yes,0
2018-10-20,13,19.4,26,Autumn,No Holiday,Yes,0
2018-10-20,14,20.0,22,Autumn,No Holiday,Yes,0
2018-10-20,15,21.3,24,Autumn,No Holiday,Yes,0
2018-10-20,16,20.9,20,Autumn,No Holiday,Yes,0
2018-10-20,17,19.2,23,Autumn,No Holiday,Yes,0
2018-10-20,18,16.6,41,Autumn,No Holiday,Yes,0
2018-10-20,19,14.6,48,Autumn,No Holiday,Yes,0
2018-10-20,20,13.7,51,Autumn,No Holiday,Yes,0
2018-10-20,21,13.3,55,Autumn,No Holiday,Yes,0
2018-10-20,22,12.7,58,Autumn,No Holiday,Yes,0
2018-10-20,23,11.7,58,Autumn,No Holiday,Yes,0
2018-10-21,0,11.2,62,Autumn,No Holiday,Yes,0
2018-10-21,1,10.6,60,Autumn,No Holiday,Yes,0
2018-10-21,2,9.8,63,Autumn,No Holiday,Yes,0
2018-10-21,3,9.2,68,Autumn,No Holiday,Yes,0
2018-10-21,4,8.8,71,Autumn,No Holiday,Yes,0
2018-10-21,5,8.2,73,Autumn,No Holiday,Yes,0
2018-10-21,6,7.6,75,Autumn,No Holiday,Yes,0
2018-10-21,7,7.2,76,Autumn,No Holiday,Yes,0
2018-10-21,8,7.9,67,Autumn,No Holiday,Yes,0
2018-10-21,9,10.5,56,Autumn,No Holiday,Yes,0
2018-10-21,10,13.4,46,Autumn,No Holiday,Yes,0
2018-10-21,11,16.8,38,Autumn,No Holiday,Yes,0
2018-10-21,12,18.4,28,Autumn,No Holiday,Yes,0
2018-10-21,13,19.3,24,Autumn,No Holiday,Yes,0
2018-10-21,14,20.1,23,Autumn,No Holiday,Yes,0
2018-10-21,15,20.9,23,Autumn,No Holiday,Yes,0
2018-10-21,16,20.2,24,Autumn,No Holiday,Yes,0
2018-10-21,17,18.8,24,Autumn,No Holiday,Yes,0
2018-10-21,18,16.2,41,Autumn,No Holiday,Yes,0
2018-10-21,19,14.9,46,Autumn,No Holiday,Yes,0
2018-10-21,20,13.8,52,Autumn,No Holiday,Yes,0
2018-10-21,21,13.0,49,Autumn,No Holiday,Yes,0
2018-10-21,22,12.2,57,Autumn,No Holiday,Yes,0
2018-10-21,23,11.8,56,Autumn,No Holiday,Yes,0
2018-10-22,0,11.4,56,Autumn,No Holiday,Yes,0
2018-10-22,1,10.7,57,Autumn,No Holiday,Yes,0
2018-10-22,2,10.5,57,Autumn,No Holiday,Yes,0
2018-10-22,3,10.2,60,Autumn,No Holiday,Yes,0
2018-10-22,4,10.0,62,Autumn,No Holiday,Yes,0
2018-10-22,5,9.4,65,Autumn,No Holiday,Yes,0
2018-10-22,6,9.2,65,Autumn,No Holiday,Yes,0
2018-10-22,7,8.9,67,Autumn,No Holiday,Yes,0
2018-10-22,8,9.7,58,Autumn,No Holiday,Yes,0
2018-10-22,9,11.9,50,Autumn,No Holiday,Yes,0
2018-10-22,10,14.6,43,Autumn,No Holiday,Yes,0
2018-10-22,11,16.7,37,Autumn,No Holiday,Yes,0
2018-10-22,12,18.2,34,Autumn,No Holiday,Yes,0
2018-10-22,13,19.4,35,Autumn,No Holiday,Yes,0
2018-10-22,14,20.6,30,Autumn,No Holiday,Yes,0
2018-10-22,15,20.2,31,Autumn,No Holiday,Yes,0
2018-10-22,16,19.7,34,Autumn,No Holiday,Yes,0
2018-10-22,17,18.9,35,Autumn,No Holiday,Yes,0
2018-10-22,18,17.3,43,Autumn,No Holiday,Yes,0
2018-10-22,19,15.6,44,Autumn,No Holiday,Yes,0
2018-10-22,20,14.5,51,Autumn,No Holiday,Yes,0
2018-10-22,21,13.4,56,Autumn,No Holiday,Yes,0
2018-10-22,22,12.7,60,Autumn,No Holiday,Yes,0
2018-10-22,23,12.0,59,Autumn,No Holiday,Yes,0
2018-10-23,0,11.6,61,Autumn,No Holiday,Yes,0
2018-10-23,1,11.1,62,Autumn,No Holiday,Yes,0
2018-10-23,2,10.6,68,Autumn,No Holiday,Yes,0
2018-10-23,3,10.1,70,Autumn,No Holiday,Yes,0
2018-10-23,4,10.0,73,Autumn,No Holiday,Yes,0
2018-10-23,5,10.0,73,Autumn,No Holiday,Yes,0
2018-10-23,6,9.9,75,Autumn,No Holiday,Yes,0
2018-10-23,7,10.4,71,Autumn,No Holiday,Yes,0
2018-10-23,8,11.0,78,Autumn,No Holiday,Yes,0
2018-10-23,9,11.7,77,Autumn,No Holiday,Yes,0
2018-10-23,10,13.8,65,Autumn,No Holiday,Yes,0
2018-10-23,11,13.0,70,Autumn,No Holiday,Yes,0
2018-10-23,12,11.5,90,Autumn,No Holiday,Yes,1
2018-10-23,13,13.5,82,Autumn,No Holiday,Yes,0
2018-10-23,14,15.1,71,Autumn,No Holiday,Yes,0
2018-10-23,15,16.6,68,Autumn,No Holiday,Yes,0
2018-10-23,16,16.1,70,Autumn,No Holiday,Yes,0
2018-10-23,17,15.7,63,Autumn,No Holiday,Yes,0
2018-10-23,18,14.5,71,Autumn,No Holiday,Yes,0
2018-10-23,19,14.0,70,Autumn,No Holiday,Yes,0
2018-10-23,20,13.6,70,Autumn,No Holiday,Yes,0
2018-10-23,21,12.6,70,Autumn,No Holiday,Yes,0
2018-10-23,22,12.3,73,Autumn,No Holiday,Yes,0
2018-10-23,23,11.2,78,Autumn,No Holiday,Yes,0
2018-10-24,0,10.8,80,Autumn,No Holiday,Yes,0
2018-10-24,1,10.2,84,Autumn,No Holiday,Yes,0
2018-10-24,2,9.5,87,Autumn,No Holiday,Yes,0
2018-10-24,3,9.4,85,Autumn,No Holiday,Yes,0
2018-10-24,4,9.0,87,Autumn,No Holiday,Yes,0
2018-10-24,5,8.5,87,Autumn,No Holiday,Yes,0
2018-10-24,6,8.1,88,Autumn,No Holiday,Yes,0
2018-10-24,7,7.8,90,Autumn,No Holiday,Yes,0
2018-10-24,8,8.1,85,Autumn,No Holiday,Yes,0
2018-10-24,9,10.1,72,Autumn,No Holiday,Yes,0
2018-10-24,10,13.0,63,Autumn,No Holiday,Yes,0
2018-10-24,11,15.7,53,Autumn,No Holiday,Yes,0
2018-10-24,12,16.8,48,Autumn,No Holiday,Yes,0
2018-10-24,13,17.2,43,Autumn,No Holiday,Yes,0
2018-10-24,14,17.6,39,Autumn,No Holiday,Yes,0
2018-10-24,15,18.0,40,Autumn,No Holiday,Yes,0
2018-10-24,16,18.2,42,Autumn,No Holiday,Yes,0
2018-10-24,17,17.0,47,Autumn,No Holiday,Yes,0
2018-10-24,18,15.1,53,Autumn,No Holiday,Yes,0
2018-10-24,19,13.9,61,Autumn,No Holiday,Yes,0
2018-10-24,20,13.1,63,Autumn,No Holiday,Yes,0
2018-10-24,21,12.1,67,Autumn,No Holiday,Yes,0
2018-10-24,22,11.6,71,Autumn,No Holiday,Yes,0
2018-10-24,23,11.0,74,Autumn,No Holiday,Yes,0
2018-10-25,0,10.5,75,Autumn,No Holiday,Yes,0
2018-10-25,1,10.0,78,Autumn,No Holiday,Yes,0
2018-10-25,2,9.1,79,Autumn,No Holiday,Yes,0
2018-10-25,3,9.1,79,Autumn,No Holiday,Yes,0
2018-10-25,4,8.5,83,Autumn,No Holiday,Yes,0
2018-10-25,5,7.8,85,Autumn,No Holiday,Yes,0
2018-10-25,6,7.5,86,Autumn,No Holiday,Yes,0
2018-10-25,7,7.3,85,Autumn,No Holiday,Yes,0
2018-10-25,8,7.9,76,Autumn,No Holiday,Yes,0
2018-10-25,9,10.3,64,Autumn,No Holiday,Yes,0
2018-10-25,10,13.4,53,Autumn,No Holiday,Yes,0
2018-10-25,11,16.4,43,Autumn,No Holiday,Yes,0
2018-10-25,12,18.2,37,Autumn,No Holiday,Yes,0
2018-10-25,13,19.4,32,Autumn,No Holiday,Yes,0
2018-10-25,14,20.6,31,Autumn,No Holiday,Yes,0
2018-10-25,15,20.6,32,Autumn,No Holiday,Yes,0
2018-10-25,16,20.4,32,Autumn,No Holiday,Yes,0
2018-10-25,17,19.2,36,Autumn,No Holiday,Yes,0
2018-10-25,18,17.3,39,Autumn,No Holiday,Yes,0
2018-10-25,19,16.4,47,Autumn,No Holiday,Yes,0
2018-10-25,20,15.3,50,Autumn,No Holiday,Yes,0
2018-10-25,21,14.5,50,Autumn,No Holiday,Yes,0
2018-10-25,22,13.6,56,Autumn,No Holiday,Yes,0
2018-10-25,23,12.5,59,Autumn,No Holiday,Yes,0
2018-10-26,0,12.5,57,Autumn,No Holiday,Yes,0
